patient_id,ssn,first,last,race,ethnicity,birthplace,address,city,state,county,zip,lat,lon,healthcare_expenses,healthcare_coverage,income,gender,age_begin,rash,joint_pain,fatigue,fever
22b4f196-89d6-d159-d75d-629a5147fda3,999-24-2716,Shawanda667,Stoltenberg489,white,nonhispanic,Laredo  Texas  US,200 Bins Bridge Suite 4,Commerce,Texas,Hunt County,75428,0.3323855850067169,-95.90913363150992,13415.01,0.0,87095,F,46,13,8,16,2
d0a885a8-fada-c471-f138-dfdd6604f4b4,999-42-7586,Danny396,D'Amore443,white,nonhispanic,Sugar Land  Texas  US,183 Nicolas Burg,Saginaw,Texas,Tarrant County,76179,0.3286412129325148,-97.32185754379272,12978.32,0.0,42078,M,32,44,49,39,1
3178ff86-574d-7a72-4851-76886e37c690,999-43-1212,Maragaret140,Bernhard322,white,nonhispanic,Houston  Texas  US,143 Zulauf Brook Suite 21,Sugar Land,Texas,Fort Bend County,77459,0.294481254765886,-95.66985880821868,11536.62,0.0,-138472,F,26,14,15,24,15
7e260584-0bea-76c7-9fe1-15b1420127fe,999-68-5908,Stephen891,Stokes453,white,nonhispanic,Richmond  Texas  US,832 Kohler Avenue Apt 54,Gladewater,Texas,Gregg County,75647,0.3255459604623539,-94.9945292503622,12671.88,0.0,65710,F,37,6,36,8,10
f841c2b1-c16a-1810-6296-b0c73f5f0765,999-66-8587,Thomas756,Kihn564,white,nonhispanic,Fulshear  Texas  US,492 Mraz Wall,Evadale,Texas,Jasper County,77615,0.3028420734709696,-94.08378418037368,15879.98,2743.87,53719,M,70,2,47,39,17
a920f827-6c27-586b-847a-f3e72d2d6b76,999-13-3584,Wendell199,Gleichner915,white,nonhispanic,DeSoto  Texas  US,1045 Mayert Overpass Unit 83,Henderson,Texas,Rusk County,75654,0.3220399789910487,-94.73305309214486,16376.62,172.36,55896,M,62,6,11,1,18
2f9ef1de-8359-d68f-10c4-8e672bd35a46,999-87-9166,Marcus77,Keebler762,white,nonhispanic,Garland  Texas  US,683 Huels Approach Unit 85,Corpus Christi,Texas,Nueces County,78406,0.2776956290686782,-97.50184394067873,14271.44,0.0,66446,M,41,19,44,7,7
b9eaafcb-91a4-57f2-15c3-401587edadaa,999-31-8868,Ayana300,Beatty507,black,nonhispanic,Dallas  Texas  US,1000 Leffler Highlands,Houston,Texas,Harris County,77073,0.300614063962595,-95.31821560177043,12724.92,0.0,118834,F,34,24,1,14,1
f80d65ac-c7b5-512c-57dd-6ef123ff7cbf,999-27-6702,Kirby843,Kuhic920,white,nonhispanic,Round Rock  Texas  US,858 Turner Dam Apt 69,Corpus Christi,Texas,Nueces County,78415,0.2786927131430964,-97.19701330584766,7949.23,5345.55,13948,M,40,37,14,14,9
98c6c3f3-0154-a906-9f58-cfe32c8d1b83,999-54-9642,Morton637,Hamill307,white,hispanic,Dallas  Texas  US,1061 Grimes Club,Laredo,Texas,Webb County,78041,0.2756399341870459,-99.46408486610356,7279.39,4802.72,9108,M,32,22,20,24,16
2e84c07f-850b-6e2d-f6c3-3c11103672cf,999-59-5288,Roma9,Willms744,white,nonhispanic,Houston  Texas  US,156 Skiles Ferry,Edinburg,Texas,Hidalgo County,78541,0.2637056237405186,-98.17284162014768,14798.68,1230.24,31141,F,49,31,15,32,16
1e84414d-3078-c4b3-1e45-eb6989d21b74,999-16-2251,Jacinta658,Feeney44,asian,nonhispanic,Hudson Oaks  Texas  US,377 Champlin Heights,Wichita Falls,Texas,Wichita County,76308,0.3396965490086772,-98.71441511364706,13314.6,1366.24,26558,F,49,25,15,36,16
58de93c9-ee4a-3262-be3a-56c56aeedc0e,999-29-6254,Óscar156,Cortés936,white,hispanic,Panama City  Panama  PA,288 Bartoletti Avenue Apt 88,San Antonio,Texas,Bexar County,78238,0.2946844062944713,-98.4120881673136,8719.61,4394.72,20473,M,37,36,5,44,11
7f9f6504-dcf7-fba5-bc0c-ef6435d3249b,999-66-3165,Magdalena964,Sevilla788,white,hispanic,Bogota  Bogota  CO,1054 Schneider Byway Apt 88,San Angelo,Texas,Tom Green County,76901,0.3151107652405612,-100.46278549736402,16525.44,4014.66,144930,F,70,29,0,47,1
beee4f21-1b53-dc37-763f-21095861c7fd,999-75-8323,Gerald181,Schneider199,white,nonhispanic,Corpus Christi  Texas  US,141 Bailey Union Unit 43,Austin,Texas,Travis County,78758,0.3015744715477656,-97.72047893626394,9550.5,3850.72,21103,M,41,26,48,27,1
49abd952-7954-dc90-6bbb-9f7688e9269d,999-58-9031,Bradley693,Bartoletti50,white,nonhispanic,Whitehouse  Texas  US,971 Goldner Haven Suite 11,Fort Worth,Texas,Tarrant County,76134,0.3282831463447712,-97.05673341120914,9512.14,4499.86,18480,M,43,21,31,33,8
6ed35a5b-7dc7-08eb-0aca-c37c06a4e927,999-38-4905,Geraldine667,Sporer811,black,nonhispanic,Houston  Texas  US,551 Buckridge Pathway,Austin,Texas,Travis County,78746,0.3041182899881501,-97.8966446033896,7751.24,4666.72,3088,F,43,46,20,19,11
35306e92-d3a7-80d4-87d4-ce787b6640e8,999-38-9338,Juan88,Herrera193,white,hispanic,San Jose  San Jose  CR,800 Shields Row,South Houston,Texas,Harris County,77502,0.2967302069237826,-95.1987120304962,14169.08,0.0,61474,M,43,33,3,26,18
e999d9d2-3928-273c-3e90-021621e21c34,999-64-1698,Lana840,Schamberger479,white,hispanic,Houston  Texas  US,824 MacGyver Drive,Corpus Christi,Texas,Nueces County,78406,0.2779046464023775,-97.50608846146928,14626.42,0.0,44424,F,55,15,9,47,19
d5c5332b-1eed-63c2-ecb3-efa62413ca75,999-60-1412,Clara183,Angulo494,black,hispanic,Guatemala City  Guatemala  GT,1012 Christiansen Estate,Pearland,Texas,Brazoria County,77581,0.295784011946782,-95.38460711222564,11228.85,0.0,148406,F,36,44,35,48,7
3a9552fc-7292-9f08-8ce7-5408d0f2df21,999-67-5423,Marc757,Rippin620,black,nonhispanic,Dallas  Texas  US,125 Kassulke Mall,Fort Worth,Texas,Tarrant County,76040,0.3274670963205131,-97.31836430271836,13467.58,470.19,103527,M,29,38,13,44,5
bce143f5-91e3-71a1-e172-0615b6662354,999-40-8156,Tobias236,Harvey63,white,nonhispanic,Dallas  Texas  US,241 Littel Avenue Suite 92,Wylie,Texas,Collin County,75098,0.3295650544744927,-96.55082306454972,13464.1,0.0,134995,M,43,34,42,11,13
ce649903-8411-bbbe-3ade-928d5ce1211f,999-60-3596,Claudia969,Monroy712,white,hispanic,Caguas  Puerto Rico  PR,848 O'Hara Spur Apt 55,El Paso,Texas,El Paso County,79928,0.3175815884488521,-106.36552670700856,11443.06,2318.24,27259,F,27,13,25,17,7
db4ee2e6-cd7a-d28b-5b89-4944cd830575,999-88-5140,Rebeca548,Sevilla788,white,hispanic,Buenos Aires  Ciudad de Buenos Aires  AR,952 Gutkowski Wynd Unit 66,Camp Swift,Texas,Bastrop County,0,0.301722373064918,-97.32337750750482,12111.17,2282.4,24941,F,45,34,8,21,11
33e678cb-6fe7-6036-4bbd-a7e5e8d1014b,999-13-5588,Monet875,Friesen796,white,nonhispanic,Fort Worth  Texas  US,114 Volkman Park,Poth,Texas,Wilson County,78147,0.2907302934712188,-98.03973813166022,17095.71,4060.35,149177,F,75,39,14,31,18
f2b3bf06-92b6-9234-4b5e-85c7395b757c,999-15-5956,Renata373,Predovic534,white,nonhispanic,Denton  Texas  US,218 Little Orchard Unit 54,Fort Worth,Texas,Tarrant County,76135,0.3260303933280148,-97.41256849585898,13977.56,0.0,47387,F,50,15,13,45,18
f2a434a9-3aef-9ea1-36e1-048713dc3aed,999-45-5911,Minna389,Streich926,black,nonhispanic,Willis  Texas  US,993 Bashirian Burg,Dallas,Texas,Dallas County,75390,0.3287798594659064,-96.75028256647796,9018.31,3850.72,10528,F,50,2,10,20,7
134d0c85-244c-e87c-deb8-ea76783be642,999-18-7681,Ammie189,Monahan736,black,nonhispanic,Euless  Texas  US,868 Stroman Stravenue Unit 72,Austin,Texas,Travis County,78722,0.3050450919809592,-97.71928148457992,11159.34,0.0,96984,F,29,49,46,28,4
d4738872-102b-a9de-6a4b-ae15baf55c77,999-73-9678,Dylan44,Legros616,white,nonhispanic,Trophy Club  Texas  US,590 Dibbert Forge Unit 19,Euless,Texas,Tarrant County,76051,0.3289820847483799,-97.08495576878909,17902.88,2325.95,39999,M,75,23,14,14,17
58e7579d-3e40-4454-366c-bbef3ce93656,999-99-7348,Hugh686,Veum823,white,nonhispanic,Richardson  Texas  US,1071 Brekke Trailer,San Angelo,Texas,Tom Green County,76903,0.3147721914094676,-100.39521714016712,6951.76,4988.72,11570,M,31,40,18,37,15
0f67c7c0-ae29-4241-3cbf-daf4464cfeab,999-64-7501,Danyel335,Nicolas769,white,nonhispanic,Dallas  Texas  US,623 Runolfsson Path,San Antonio,Texas,Bexar County,78112,0.2942085645395879,-98.84275176053136,13969.18,0.0,128060,F,54,43,9,3,13
23a21d0c-343a-9e96-9626-c0cc7204e7aa,999-73-4300,Adelia946,Welch179,black,nonhispanic,Harker Heights  Texas  US,1063 Haag Branch Suite 45,Sachse,Texas,Dallas County,75040,0.3304225439598143,-96.57876394212704,12148.63,0.0,78729,F,42,45,46,42,11
b67c860d-fae8-1940-043c-1726f31967ea,999-48-7399,Burton124,Kemmer137,white,hispanic,Houston  Texas  US,182 Schultz Course,Cleburne,Texas,Johnson County,76058,0.3230158603276212,-97.53841573909442,13205.02,0.0,63366,M,37,9,22,45,5
c400f7bd-333e-224f-305e-5551cb2f2675,999-37-8860,Ignacio928,Okuneva707,white,nonhispanic,Lewisville  Texas  US,486 Predovic Frontage road Unit 55,Parker,Texas,Collin County,75094,0.330257887969509,-96.61236676946572,13017.34,17.73,496653,M,41,45,20,48,10
1ff3ac30-1c87-498e-487e-0d823a1bb07a,999-81-5716,Val761,Nolan344,black,nonhispanic,Groves  Texas  US,1016 Hammes Byway,Fort Worth,Texas,Tarrant County,76129,0.3287644591237627,-97.4621355719566,11455.98,1910.24,32623,M,36,37,4,27,13
aca86a51-4a16-4777-14ee-fbb2219aff18,999-74-1016,Melvin857,Johnston597,white,nonhispanic,Georgetown  Texas  US,951 Robel Stravenue Suite 67,Abilene,Texas,Taylor County,79603,0.324724918218685,-99.77440726534034,11679.92,0.0,44069,M,28,36,24,31,4
da621cfa-27ee-8588-eb19-503309f3713c,999-74-5425,José Eduardo181,Rosas160,white,hispanic,Gaudalajara  Jalisco  MX,746 Bergstrom Trafficway Suite 6,Laredo,Texas,Webb County,78045,0.2749774911603247,-99.49788172810425,13590.31,469.82,79400,M,29,33,40,9,2
e55d93bd-535c-68ea-0c22-8506487d8693,999-93-3048,Billie243,Upton904,white,nonhispanic,Fort Worth  Texas  US,790 Gerlach Mews Unit 1,Lewisville,Texas,Denton County,75057,0.3302245803744039,-96.889106923069,12104.62,0.0,46407,M,38,14,11,47,12
783bbcd0-78ea-a6ca-524a-ca689210720f,999-61-6787,Angella518,Langworth352,white,hispanic,La Homa  Texas  US,930 Kirlin Gateway,El Paso,Texas,El Paso County,79907,0.3188213617809188,-106.36394567647346,13207.26,0.0,954779,F,34,19,31,17,11
aa5bcaa0-5493-614f-382e-fa4e6e27effd,999-64-1298,Brittney657,Mante251,white,nonhispanic,Houston  Texas  US,541 Feeney Trail,Austin,Texas,Travis County,78739,0.3022333337684511,-97.77553440931597,7435.85,4938.72,762,F,34,28,1,8,14
63f95ee7-4d94-33c4-e115-96e96fb91ca0,999-65-2398,Tayna279,Flatley871,white,nonhispanic,San Antonio  Texas  US,397 Hane Burg Suite 19,Midland,Texas,Midland County,79782,0.321883295973362,-101.81288686272995,15472.03,5495.45,19052,F,75,0,27,26,9
046c4634-fef4-0718-e22c-7a7498c0f4b8,999-57-4614,Hannah56,Halvorson124,white,nonhispanic,Sachse  Texas  US,501 Schuster Vista,Houston,Texas,Harris County,77092,0.2989043110961737,-95.6518259857376,11916.35,0.0,50891,F,27,4,20,42,9
64baef18-7971-d129-eaed-c52a86e2acd6,999-25-8438,Santiago500,Villalpando154,white,hispanic,Buenos Aires  Ciudad de Buenos Aires  AR,359 Bogan Grove Suite 29,Laredo,Texas,Webb County,78043,0.2756645504968728,-99.43569735140254,5674.46,5954.72,10735,M,30,17,6,33,10
60cfd182-1633-2769-229f-12647b312930,999-34-5497,Sibyl335,Schulist381,other,nonhispanic,Cameron Park  Texas  US,718 Watsica Overpass Unit 90,Brushy Creek,Texas,Williamson County,0,0.304744849899654,-97.7658086462234,15575.59,0.0,166265,F,49,36,12,43,14
ffefe5dc-3bd8-71aa-ca7d-ed7df9c88db7,999-31-8548,Natalia964,Chávez927,black,hispanic,Carolina  Puerto Rico  PR,625 Murray Camp,Converse,Texas,Bexar County,78244,0.2946047452822675,-98.36076885027968,11959.01,0.0,91259,F,30,42,31,18,4
6d9220a4-c9b5-4971-29bc-aba6bade2486,999-32-8708,Cole117,Hansen121,white,hispanic,Paris  Texas  US,456 Durgan Pathway,Houston,Texas,Harris County,77053,0.2993574264630724,-95.5875819251948,11983.21,1905.35,27620,M,42,24,24,19,7
cf0b7d4e-0758-df20-08e6-5cb05470d258,999-35-5213,Merissa718,Reinger292,white,hispanic,Brownfield  Texas  US,116 Crona Alley Apt 81,Sweetwater,Texas,Nolan County,79556,0.3248023206657436,-100.34003179827135,8321.56,4394.72,9086,F,42,13,24,47,7
7e22b0aa-2f10-63a2-9ab9-b9ab00674252,999-96-1964,Eura647,Mertz280,black,hispanic,El Campo  Texas  US,947 Bauch Wynd,Trophy Club,Texas,Denton County,76262,0.3299333509592342,-97.22721444590373,16696.28,0.0,198815,F,54,2,27,14,18
fe32ccad-eafd-fb22-e8eb-970ff8801368,999-79-6458,Dian810,Stark857,white,nonhispanic,Amarillo  Texas  US,1017 Green Street Unit 20,El Paso,Texas,El Paso County,79911,0.317451890695584,-106.33872180997702,12683.1,0.0,42879,F,41,33,18,29,4
21f3cc3c-d696-e1b3-b2cb-52d546efd0d2,999-28-6535,Tyesha844,Grady603,white,nonhispanic,Uhland  Texas  US,579 Moen Spur,Laredo,Texas,Webb County,78043,0.2788148139873382,-99.69847439170888,18653.47,0.0,49274,F,55,48,49,7,16
ce809a0f-c5bb-ecc1-cdd8-ca92b048c9d8,999-78-5296,Renna830,Cronin387,white,nonhispanic,San Antonio  Texas  US,487 Leuschke Boulevard Unit 66,The Colony,Texas,Denton County,75034,0.3301271921645452,-96.91165060460266,15148.17,0.0,164876,F,56,23,29,20,19
b2888d12-bcd8-06da-5ca6-3cc65cd82a8f,999-75-2388,Coleman27,Cormier289,white,nonhispanic,Irving  Texas  US,588 Runolfsson Forge,Texarkana,Texas,Bowie County,75503,0.3346872108111033,-94.10242955490102,15655.02,2038.63,28577,M,59,6,43,12,0
4e494dee-dd0b-4771-8172-cd366b8a1d23,999-44-2640,Carolina179,Ponce361,white,hispanic,Gaudalajara  Jalisco  MX,268 Bechtelar Skyway,Houston,Texas,Harris County,77433,0.2968399857654624,-95.36011454785258,9436.61,4802.72,3117,F,41,46,36,10,7
d9b2bfd6-3b0a-9ab2-a250-673e3341e647,999-20-5723,Yasuko490,Friesen796,white,nonhispanic,Carrollton  Texas  US,1038 Quitzon Junction Unit 11,Houston,Texas,Harris County,77038,0.2973584008418526,-95.3851940406303,14021.04,0.0,167143,F,29,35,20,5,9
a035987f-b471-90ff-2f48-53892dac9fa9,999-97-2349,Carmen818,Valdivia496,black,nonhispanic,Marigot  Saint Andrew Parish  DM,654 Hoeger Way,Keller,Texas,Tarrant County,76244,0.3298276373506711,-97.2045080323095,13704.7,0.0,99302,F,41,21,43,16,11
fb89a266-1194-faee-6d6f-c6336391dc54,999-88-2058,Thuy136,Hintz995,white,nonhispanic,Dallas  Texas  US,717 Keeling Tunnel Suite 79,Bastrop,Texas,Bastrop County,78602,0.3008491326169987,-97.31770231375324,12083.14,0.0,141715,F,44,3,22,41,10
d2707614-325d-b19d-d0f9-e2903052d43e,999-69-3978,Fiona703,Toy286,white,nonhispanic,Huntsville  Texas  US,132 Witting Avenue,Weatherford,Texas,Parker County,76088,0.3271705044455297,-97.79769786735676,16155.0,344.72,49782,F,64,28,29,14,19
be93c4d0-89a9-f0c0-de17-671bedb875cf,999-73-1442,Illa976,Effertz744,white,nonhispanic,Cibolo  Texas  US,533 Anderson Junction,Arlington,Texas,Tarrant County,76014,0.3282346711844192,-97.16243378427072,16637.68,3780.74,44566,F,66,39,2,37,11
96d45834-70d5-f936-2be0-149825075d95,999-87-3494,Bob965,Mann644,white,nonhispanic,Iola  Texas  US,939 Mitchell Row Apt 69,Weatherford,Texas,Parker County,76088,0.3280052057808514,-97.79307647200876,16487.21,0.0,672092,M,57,17,32,10,11
cffb083b-2170-b6cd-2c22-a4c09f483d24,999-95-8596,Katy259,Gibson10,white,nonhispanic,Odessa  Texas  US,998 Fritsch Gate,Amarillo,Texas,Potter County,79101,0.3511576391702079,-102.03827849851204,13560.56,0.0,48460,F,35,20,33,9,15
32bbec3e-2812-fba0-ef6d-6f67708f5661,999-26-1080,Hugo693,Ocampo729,white,hispanic,Puebla  Puebla  MX,1093 Wyman Esplanade,San Antonio,Texas,Bexar County,78235,0.2951085667589411,-98.63055326134348,9522.75,3714.72,20258,M,48,22,8,41,12
3f9631ad-d5e8-65bd-05fd-d767a31ad58a,999-87-6532,Carlos172,Crist667,white,nonhispanic,Houston  Texas  US,465 Gerhold Club,Nacogdoches,Texas,Nacogdoches County,75961,0.3167802666617778,-94.6104401047978,17118.06,172.36,38516,F,63,22,45,49,9
b6cf7469-1d11-9ddb-2524-9ecb4afe1625,999-48-1980,Dustin31,Schaefer657,white,hispanic,Tyler  Texas  US,808 Hamill Rest,Hutto,Texas,Williamson County,78634,0.3053448603123513,-97.55114157916726,14115.77,1230.24,27005,M,51,23,6,29,13
f84e9054-b7ae-1069-e9fd-fedf55a08743,999-14-1100,Tyron580,Swaniawski813,white,hispanic,Lubbock  Texas  US,804 Gleichner Dam Unit 71,El Paso,Texas,El Paso County,79936,0.3191947049147192,-106.39849320879344,14524.84,2361.82,26782,M,67,16,17,33,12
973b2804-1cf4-56c3-c8fe-03655147b5f0,999-95-8786,Bernardo699,Fonseca493,white,hispanic,Juarez  Chihuahua  MX,397 O'Reilly Lane Apt 18,Corpus Christi,Texas,Nueces County,78408,0.2773129241522072,-97.34953985835672,15270.57,0.0,69932,M,38,45,15,7,8
a61203c5-36c0-5f5e-da7c-9fea29bb8e8a,999-43-7651,Cordell41,Ondricka197,white,hispanic,Leon Valley  Texas  US,1075 Walsh Highlands Unit 67,Houston,Texas,Harris County,77373,0.2972774876389454,-95.65453756634253,13459.04,3442.72,1614,M,59,38,0,10,11
4634790e-f60c-0c7e-38fc-f443fa5349b1,999-84-7941,Rolf983,Raynor401,white,nonhispanic,Grapevine  Texas  US,527 Crona Manor,Houston,Texas,Harris County,77076,0.2955032220018364,-95.07767780794828,12924.23,3954.92,17859,M,60,3,44,27,10
b4b5e976-a570-f77d-d50b-6a07f98e71bb,999-13-7982,Truman805,Hagenes547,black,nonhispanic,Houston  Texas  US,132 Yundt Highlands Unit 43,Lubbock,Texas,Lubbock County,79382,0.3360979962667295,-102.03021279733052,13765.53,4879.86,6620,M,62,8,37,17,4
23a0ecb7-a363-1cb6-3f57-d98afe09028b,999-51-6750,Ángela136,Samaniego616,white,hispanic,Havana  Havana  CU,1063 Kovacek Bridge Suite 16,San Antonio,Texas,Bexar County,78258,0.29542473805773,-98.5388854450952,16538.5,1372.38,47616,F,74,13,14,14,13
b346058f-1bf4-efc1-c74f-ea3a667eee15,999-85-5115,Ruben688,Parisian75,white,nonhispanic,Lewisville  Texas  US,201 Schimmel Rest,San Antonio,Texas,Bexar County,78232,0.2959913842567426,-98.3263376681956,14182.24,0.0,99717,M,46,44,2,13,3
fbbcccb1-5c53-e8e6-7a22-115b2e9695a4,999-62-9994,José Emilio366,Loera89,white,hispanic,Marigot  Saint Andrew Parish  DM,801 Kirlin Ferry Unit 20,Houston,Texas,Harris County,77053,0.2964516263227848,-95.47183519720828,13865.4,0.0,98332,M,27,42,30,34,0
1c25889e-a1fb-016b-9011-f70ff8fc39fc,999-35-5218,Rubén780,Gastélum330,white,hispanic,Caracas  Capital District  VE,670 Mosciski Byway Apt 40,San Antonio,Texas,Bexar County,78239,0.2938368715759756,-98.65692704542596,15691.3,0.0,84684,M,48,29,38,12,0
ba5211cd-ba65-9c0e-aeb3-3210800750f4,999-28-1818,Leif534,Johnson679,white,nonhispanic,New Braunfels  Texas  US,832 Conroy Knoll Apt 16,Grand Prairie,Texas,Tarrant County,76006,0.3277852008138088,-96.88451786515166,13808.9,0.0,56268,M,51,3,20,21,10
d325ad91-b2d8-7d89-8d4d-870ee1bba963,999-95-2986,Debi992,Hessel84,white,nonhispanic,Laredo  Texas  US,301 Lesch Common,Austin,Texas,Travis County,78742,0.3044829933132802,-97.67238547500548,13024.48,0.0,445478,F,34,14,34,4,2
e3eff1a4-0349-856b-fe5d-82dadaf93968,999-83-6567,Carmel816,Hoeger474,white,nonhispanic,Galveston  Texas  US,306 Pagac Meadow,Fairview,Texas,Collin County,75069,0.3320588181034009,-96.56414388992638,16306.93,1943.84,193983,F,65,25,7,45,11
e6d6e54e-7782-88da-3c82-e5cecddb0d4d,999-12-8555,Homero668,Reyes140,native,hispanic,Panama City  Panama  PA,640 Hermiston Esplanade Suite 65,Laredo,Texas,Webb County,78040,0.2751312887518309,-99.4527675069006,13900.85,0.0,68184,M,37,32,14,42,8
942f8f5c-8209-9f6b-8e00-8b645925ee1d,999-26-2953,Antonia30,Pagan507,white,hispanic,Roseau  Saint George  DM,944 Wolf Ranch,Austin,Texas,Travis County,78745,0.3027970666656602,-97.8374283082067,12674.09,0.0,67093,F,41,7,43,45,10
bb236007-3c20-849e-fccd-8ea28b3dc1f9,999-26-6283,Marlon619,Mueller846,asian,hispanic,Texas City  Texas  US,567 Grimes Divide,Plano,Texas,Collin County,75094,0.331622671289862,-96.6574735146904,16428.44,2037.45,132646,M,71,10,16,26,13
701dc6b2-eb74-6d56-7937-6fa353868cf5,999-75-4634,Leandro563,Boyle917,white,nonhispanic,Sugar Land  Texas  US,961 Rodriguez Parade Unit 95,Houston,Texas,Harris County,77095,0.2969845738687731,-95.23115149813728,12427.92,0.0,38829,M,27,33,10,14,14
86613c26-dc54-2d9d-a1db-55c971474f81,999-54-6476,Dewitt635,Wolff180,white,nonhispanic,Frisco  Texas  US,955 Medhurst Boulevard Apt 1,Odessa,Texas,Ector County,79707,0.3189598383647214,-102.34866729579174,13005.45,4413.8,18070,M,70,11,45,13,18
fc81bced-1e2e-902d-3667-b734aa4573f5,999-33-1160,Agustín529,Márquez847,white,hispanic,Caracas  Capital District  VE,206 Bradtke Walk Apt 29,Kress,Texas,Swisher County,79052,0.3434738435346646,-101.7629027114336,15154.27,0.0,35016,M,59,48,6,12,7
15c68731-656a-e448-c533-4ba068cf7ea5,999-20-6589,Lewis216,Bergnaum523,white,hispanic,San Antonio  Texas  US,693 Brekke Highlands,Driftwood,Texas,Hays County,78619,0.3010622149628049,-98.0770981596552,16185.63,4225.48,530229,M,65,11,37,13,11
54fb247d-211e-539e-f7fa-30ed30e6d034,999-81-9328,Salvador46,Vélez150,white,hispanic,Salisbury  Saint Joseph Parish  DM,443 O'Hara Orchard,Pearland,Texas,Brazoria County,77545,0.2954174909970943,-95.31348045421969,11316.13,0.0,190549,M,31,41,10,43,7
741cf698-0dac-f2f3-478a-fc6a7c38d830,999-45-1069,Elfrieda676,Hills818,white,nonhispanic,Corpus Christi  Texas  US,418 Crist Plaza Apt 99,Fredericksburg,Texas,Gillespie County,78624,0.3030728192549575,-98.97471200415636,10908.34,2537.63,25747,F,40,6,1,0,12
80ca00b2-72fd-f818-30d3-dcd466e4a176,999-77-8890,Sancho742,Ferrer164,white,hispanic,Guatemala City  Guatemala  GT,1006 Buckridge Run Unit 44,Corpus Christi,Texas,Nueces County,78409,0.2775084966852831,-97.45428739726528,12099.77,0.0,61750,M,34,12,6,21,1
df5d0a0c-7ede-9e80-c50d-61ae5582f9b5,999-17-7056,Roberta529,Schaefer657,asian,hispanic,Cinco Ranch  Texas  US,562 Paucek Trace,Dallas,Texas,Dallas County,75050,0.3276668905202262,-96.94612582938436,14070.57,0.0,48459,F,55,28,20,26,16
461a9d53-7b2f-4ecd-48ad-5a1367fc7c0d,999-13-8573,Lucas404,Perea353,white,hispanic,Puebla  Puebla  MX,118 Cole Lodge,El Paso,Texas,El Paso County,79928,0.3201062693903644,-106.57860960945816,14445.9,0.0,95017,M,25,30,19,7,3
d6acd738-fae6-b9d6-d1c6-945b7f21ff45,999-20-4626,Janette321,Schmitt836,white,hispanic,McKinney  Texas  US,215 Will Vista Unit 79,Ozona,Texas,Crockett County,76943,0.3054939492929122,-101.28439127494092,9534.51,3850.72,-6049,F,43,39,5,27,16
1ab6b56c-69bd-8b66-8565-9dc2d7baa9e4,999-68-2093,Jarrod316,Rolfson709,white,hispanic,Waco  Texas  US,648 Kovacek Pathway,Donna,Texas,Hidalgo County,78537,0.2619475300795992,-98.09879003687664,13944.87,4778.47,10683,M,59,38,34,5,12
19aed2eb-dc3b-70bf-c958-0fe8b7439ac3,999-19-6141,Elaine830,Murazik203,white,nonhispanic,Grand Prairie  Texas  US,708 White Fort,Austin,Texas,Travis County,78701,0.3031740482983299,-98.00686101187851,9162.86,4802.72,17710,F,36,37,11,18,3
8d8ab0a5-a2ea-1eb1-57f2-2ef9bec7cef4,999-77-9389,Mirtha993,Stokes453,white,hispanic,Rowlett  Texas  US,785 Nienow Avenue Suite 19,Houston,Texas,Harris County,77031,0.2972425802098427,-95.70751957921836,10287.89,4666.72,-9530,F,37,34,41,49,9
0b48d275-f58a-e7c3-24e3-0c2bc66b0d01,999-14-7914,Sara501,Delatorre612,white,hispanic,Bayamon  Puerto Rico  PR,512 Wunsch Trailer Suite 6,Allen,Texas,Collin County,75013,0.3310881849508314,-96.71624369996609,15500.86,0.0,184298,F,63,40,1,2,9
6bcce149-f7ec-29d9-c377-38d772d7289f,999-23-1517,Yaeko585,Kuvalis369,asian,hispanic,Laredo  Texas  US,556 Haag Rapid,Sugar Land,Louisiana,Fort Bend County,77477,0.2950557464638231,-95.5788467369362,16120.52,0.0,256268,F,48,19,7,5,11
09a49bd1-a1e0-0fe4-5f3b-1d4576ba1569,999-16-3237,Lee268,Russel238,white,hispanic,Brownsville  Texas  US,302 Labadie Ranch,Houston,Texas,Harris County,77058,0.2962979835224051,-95.21115199991765,8241.11,3653.28,300,M,36,19,26,19,4
8dfcff47-a24b-8ab6-1211-83688f6f712d,999-38-6971,Hubert238,Emmerich580,black,nonhispanic,Frisco  Texas  US,815 Stamm Byway,El Paso,Texas,El Paso County,79904,0.3174818943549469,-106.29281607327678,14254.31,0.0,86258,M,42,14,37,37,4
5f05ae61-d6ad-07e4-8e6a-eee29a50902d,999-24-8395,Geneva168,Armstrong51,white,hispanic,Portland  Texas  US,633 Armstrong Parade,Taft,Texas,San Patricio County,78390,0.2800377738481665,-97.32629841670564,13532.46,7347.96,5570,F,68,27,12,34,19
b9969a2b-29ca-ad66-c8ca-f4f76c5bd850,999-53-5581,Hernán834,Quiroz936,asian,hispanic,Juarez  Chihuahua  MX,401 Crooks Ferry Unit 22,San Antonio,Texas,Bexar County,78263,0.2943670815826295,-98.55371725330706,9288.18,2318.24,27540,M,33,40,30,39,10
74ec1ed2-7cc8-09c0-cc1e-37a2b097e0e3,999-57-5858,Shanna635,Kuhn96,white,nonhispanic,Timberwood Park  Texas  US,546 Veum Vale,Tyler,Texas,Smith County,75706,0.32435060699163,-95.24789834582968,11956.16,1366.24,28974,F,40,19,22,9,6
